idx,created_at,tree_dbh,curb_loc,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health
329,418,23,0,,2,1,1,,5,5,112,112,0,248,0,26,14,5,16,15,1
330,412,12,1,,,0,1,3,0,0,16,16,2,243,2,2,2,2,2,2,1
331,74,22,0,,,0,0,2,16,16,103,103,2,249,2,2,11,13,21,19,2
332,2,3,1,,,0,1,,47,47,141,141,1,250,1,1,23,15,29,25,0
333,472,27,0,,,0,0,,50,50,84,84,1,120,1,1,39,25,45,42,1
334,41,4,0,,,0,1,,6,6,142,142,4,251,4,6,13,9,15,14,1
335,79,20,0,,,1,2,0,16,16,143,143,4,252,4,6,50,22,62,50,1
336,136,2,0,,,1,2,,41,41,81,81,3,253,3,3,31,21,53,44,1
337,140,5,0,1,,1,0,,6,6,28,28,3,163,3,3,18,12,22,28,0
338,211,2,0,,0,1,0,,6,6,97,97,3,254,3,3,12,8,14,13,1
339,134,17,0,,,0,0,32,0,0,123,123,2,255,2,2,8,13,8,8,1
340,140,23,0,,,0,2,,42,42,20,20,0,21,0,10,14,10,16,15,1
341,79,4,0,,,0,0,,9,9,50,50,4,256,4,6,36,11,35,9,0
342,131,14,0,,,0,2,,16,16,125,125,1,257,1,1,39,25,45,42,1
343,405,30,0,,,0,2,,21,21,98,98,1,258,1,1,49,15,54,46,1
344,405,27,0,,,1,0,1,16,16,110,110,0,259,0,35,0,0,17,10,1
345,144,5,0,,,0,0,,0,0,12,12,2,42,2,2,2,2,2,8,1
346,400,3,0,,,1,1,,6,6,3,3,2,114,2,2,2,2,2,2,2
347,96,19,0,,,1,1,,3,3,144,144,0,260,0,9,10,0,11,11,1
348,117,4,0,1,,1,0,,32,32,12,12,2,261,2,2,2,2,8,8,1
349,145,3,0,,,1,0,,16,16,57,57,4,262,4,6,13,16,46,35,0
350,53,3,0,,,0,2,,11,11,115,115,1,179,1,1,51,25,52,33,1
351,133,5,0,,,1,0,,9,9,116,116,0,181,0,4,0,0,0,4,1
352,401,4,0,,,1,0,,55,55,23,23,2,138,2,2,2,2,2,2,1
353,44,5,0,1,0,1,0,24,1,1,110,110,0,210,0,11,0,0,0,0,1
354,87,7,0,1,0,1,0,,5,5,116,116,0,263,0,4,0,0,17,10,0
355,203,10,0,0,0,0,0,,2,2,7,7,4,264,4,6,6,16,42,38,1
356,110,15,0,,0,0,2,,26,26,143,143,4,265,4,6,50,13,62,50,1
357,361,3,0,,,0,2,,8,8,142,142,4,251,4,6,13,9,15,14,1
358,199,5,0,0,,1,0,16,49,49,131,131,4,266,4,6,24,14,30,48,2
359,102,31,0,,,0,2,33,2,2,145,145,3,267,3,3,46,8,59,47,1
360,169,6,0,,,1,2,,16,16,28,28,3,268,3,3,18,3,22,28,1
361,491,18,0,,,1,1,,32,32,83,83,4,269,4,6,32,16,38,32,1
362,154,11,1,,,1,2,,20,20,7,7,4,270,4,6,6,16,42,38,0
363,181,11,0,,,1,0,1,39,39,46,46,0,271,0,38,4,0,10,10,1
364,225,5,0,,,1,2,,56,56,115,115,1,272,1,1,51,25,52,33,1
365,461,15,0,1,1,0,0,,5,5,31,31,0,109,0,15,20,7,24,22,1
366,146,7,0,,0,1,1,,19,19,11,11,4,273,4,6,9,20,9,9,0
367,157,6,0,0,0,1,0,,6,6,50,50,4,274,4,6,36,11,35,9,1
368,157,5,0,,,1,0,,6,6,61,61,0,275,0,32,7,10,44,23,1
369,137,3,0,1,0,0,0,,9,9,12,12,2,261,2,2,2,2,8,8,1
370,192,4,0,1,0,0,1,,20,20,44,44,0,52,0,22,28,19,28,29,1
371,140,4,0,,,1,0,,6,6,21,21,0,35,0,16,0,0,11,0,1
372,150,13,1,,,0,0,,0,0,35,35,0,55,0,17,20,19,28,12,0
373,138,5,0,,,1,2,,24,24,64,64,2,81,2,2,2,2,8,2,1
374,53,3,1,,,1,0,,6,6,83,83,4,276,4,6,32,11,38,32,1
375,80,16,0,,,1,1,,39,39,72,72,4,277,4,6,43,24,50,41,1
376,106,4,0,,,1,2,,21,21,18,18,3,278,3,3,12,8,14,13,1
377,124,29,0,,,1,2,2,16,16,143,143,4,279,4,6,50,22,62,50,1
378,97,3,0,,,0,2,,20,20,87,87,3,125,3,3,31,21,53,31,1
379,142,20,0,1,,0,2,,16,16,90,90,3,280,3,3,18,8,55,28,1
380,198,4,0,,,1,0,,57,57,51,51,4,281,4,6,30,11,35,9,1
381,95,17,0,,,0,2,,21,21,49,49,2,78,2,2,8,2,12,8,1
382,162,9,0,,,0,2,1,16,16,16,16,2,176,2,2,2,2,2,2,1
383,33,6,0,,,1,0,,5,5,107,107,4,282,4,6,48,24,36,48,1
384,20,17,0,,,0,0,,5,5,66,66,0,283,0,9,14,10,44,15,1
385,188,17,0,,,1,2,15,50,50,29,29,0,213,0,13,14,0,5,0,1
386,449,24,0,,,1,0,17,12,12,43,43,0,51,0,21,27,19,34,27,1
387,163,16,0,,,1,2,,5,5,112,112,0,248,0,26,14,5,16,15,1
388,422,2,0,0,0,1,0,,20,20,71,71,0,92,0,28,41,10,23,7,1
389,483,15,0,,,0,0,,0,0,55,55,4,66,4,6,34,9,8,34,1
390,149,31,0,,,1,0,2,3,3,7,7,4,141,4,6,6,16,42,38,1
391,47,3,0,,0,1,0,,43,43,24,24,4,284,4,6,53,22,58,36,0
392,38,5,0,0,,1,2,4,23,23,46,46,0,285,0,4,4,0,10,10,0
393,184,5,0,,,1,2,,21,21,82,82,0,126,0,31,7,7,7,7,1
394,440,3,0,,,0,2,,16,16,123,123,2,195,2,2,8,13,8,8,1
395,223,16,0,,,1,1,2,45,45,0,0,0,286,0,0,0,0,17,10,1
396,65,4,0,,,0,2,,16,16,21,21,0,103,0,11,0,4,0,0,1
397,156,30,0,0,,1,0,,10,10,132,132,4,287,4,6,34,9,63,34,1
398,130,2,0,,,1,2,,9,9,10,10,2,11,2,2,8,2,8,8,1
399,97,24,0,,,1,0,0,3,3,116,116,0,288,0,4,0,0,0,4,1
400,149,4,0,,,1,0,0,3,3,146,146,2,289,2,2,11,13,12,19,1
401,495,25,0,,,0,2,,20,20,71,71,0,290,0,25,41,10,11,23,1
402,437,15,0,,,1,0,20,2,2,36,36,1,291,1,1,23,25,29,25,2
403,481,7,0,,,1,2,1,5,5,77,77,1,292,1,1,45,25,51,42,0
404,308,6,0,,,1,1,,8,8,78,78,1,293,1,1,33,18,52,43,1
405,345,20,0,,0,1,0,,16,16,2,2,2,2,2,2,2,2,2,2,1
406,422,4,0,1,0,0,1,,21,21,28,28,3,294,3,3,18,3,22,18,1
407,88,4,0,0,,1,1,,3,3,68,68,4,86,4,6,13,24,46,35,1
408,149,19,0,,,1,2,,3,3,123,123,2,295,2,2,8,13,8,8,2
409,183,5,0,,,0,0,22,0,0,147,147,0,296,0,4,4,4,0,4,0
410,149,22,1,,,1,2,1,16,16,41,41,3,46,3,3,26,3,32,3,1
411,36,7,0,,,0,1,6,0,0,115,115,1,272,1,1,51,25,52,33,1
412,161,6,0,,,0,0,,5,5,2,2,2,297,2,2,2,2,2,2,1
413,102,3,0,,,1,2,,5,5,135,135,0,298,0,16,14,5,5,0,0
414,438,4,0,,,0,0,,8,8,49,49,2,299,2,2,8,2,12,8,1
415,467,6,0,,,0,2,,58,58,30,30,0,300,0,14,19,7,23,21,1
416,58,17,0,,,1,0,0,3,3,89,89,4,128,4,6,40,9,48,14,1
417,152,27,0,,,0,2,,44,44,93,93,4,301,4,6,36,20,35,9,1
418,89,13,0,,0,0,0,,20,20,7,7,4,270,4,6,6,16,42,38,1
419,125,3,0,1,2,1,0,,5,5,84,84,1,120,1,1,39,25,45,42,1
420,479,3,0,1,0,0,0,,11,11,116,116,0,263,0,4,0,0,17,10,1
421,95,7,0,,,0,2,,21,21,63,63,0,302,0,21,27,17,34,27,1
422,69,15,0,0,0,0,0,1,3,3,28,28,3,228,3,3,18,12,55,28,1
423,482,7,0,1,0,1,0,,21,21,59,59,3,70,3,3,37,20,41,37,1
424,417,19,0,1,0,1,0,,10,10,42,42,0,303,0,20,28,7,24,22,0
425,84,6,0,,0,0,1,2,5,5,78,78,1,304,1,1,33,18,52,43,1
426,142,4,0,1,,0,0,,10,10,95,95,0,305,0,34,29,10,44,15,1
427,193,18,0,,,0,2,5,5,5,0,0,0,216,0,0,0,0,17,10,1
428,151,10,0,,,0,2,,59,59,32,32,3,34,3,3,21,8,25,13,1
429,402,6,0,,,0,0,2,8,8,62,62,2,306,2,2,8,2,12,8,1
430,94,10,0,1,1,0,0,34,27,27,148,148,3,307,3,3,56,12,3,18,1
431,111,17,0,,,0,1,,19,19,52,52,3,308,3,3,31,21,37,31,1
432,470,5,0,,0,1,1,,0,0,60,60,2,74,2,2,11,2,12,19,1
433,17,15,0,,0,0,1,33,38,38,23,23,2,193,2,2,2,2,12,2,1
434,273,5,1,0,,1,0,,41,41,63,63,0,80,0,4,27,17,18,39,1
435,134,5,1,1,2,0,0,,9,9,23,23,2,25,2,2,2,2,12,2,1
436,178,19,0,,,0,2,,16,16,30,30,0,300,0,14,19,7,23,21,1
437,71,16,0,,,0,0,0,0,0,7,7,4,309,4,6,6,6,6,6,1
438,455,7,0,1,,1,0,,9,9,142,142,4,310,4,6,13,9,15,14,1
439,161,3,0,,,0,2,,6,6,28,28,3,30,3,3,18,3,22,18,0
440,393,3,0,1,,0,1,,19,19,123,123,2,295,2,2,8,13,8,8,1
441,141,4,0,,0,1,0,,20,20,20,20,0,311,0,10,14,10,44,15,1
442,96,15,0,,,1,1,0,3,3,149,149,0,312,0,19,25,17,18,39,0
443,13,5,0,1,0,0,1,2,7,7,144,144,0,313,0,9,10,0,11,11,1
444,175,2,1,1,0,0,1,,6,6,143,143,4,265,4,6,50,13,62,50,2
445,10,6,0,0,0,1,0,,5,5,82,82,0,117,0,31,7,7,7,7,1
446,103,13,1,,,1,0,,8,8,7,7,4,132,4,6,6,16,42,38,1
447,190,15,0,,,0,0,17,3,3,26,26,2,314,2,2,11,13,21,19,0
448,33,17,0,,,0,0,33,0,0,18,18,3,315,3,3,12,8,14,13,1
449,155,5,0,,,1,1,,6,6,7,7,4,264,4,6,6,16,42,38,1
450,70,25,0,,,0,2,,1,1,0,0,0,316,0,0,0,0,17,0,1
451,90,12,0,,0,1,0,,6,6,132,132,4,223,4,6,34,9,49,34,0
452,485,8,0,,,1,0,0,16,16,87,87,3,317,3,3,31,21,53,44,1
453,102,19,0,,,1,2,,16,16,110,110,0,318,0,35,0,4,17,10,1
454,111,7,0,,,0,0,1,2,2,84,84,1,120,1,1,39,25,45,42,1
455,465,25,0,,,1,0,0,16,16,99,99,4,319,4,6,24,16,30,26,1
456,492,3,0,,,0,2,,10,10,74,74,0,212,0,9,5,5,26,5,1
457,92,13,0,1,,1,2,,18,18,28,28,3,294,3,3,18,3,22,18,1
458,471,17,0,1,1,0,2,8,0,0,40,40,0,113,0,17,20,7,23,22,2
459,153,28,0,,,0,0,1,26,26,33,33,0,320,0,40,5,0,16,5,1
460,178,22,0,,,0,2,1,16,16,99,99,4,151,4,6,24,14,46,26,1
461,303,6,0,,,0,2,,16,16,85,85,1,321,1,1,47,18,54,45,1
462,20,5,0,1,,1,1,,6,6,38,38,0,196,0,19,25,17,31,16,1
463,149,6,0,,,1,1,2,2,2,116,116,0,202,0,4,0,0,17,10,1
464,79,3,0,,,1,1,,21,21,15,15,2,89,2,2,11,2,12,19,1
465,124,29,0,,,1,0,,16,16,42,42,0,47,0,20,15,4,33,16,0
466,178,9,0,,,1,1,,6,6,37,37,4,322,4,6,24,16,30,26,1
467,178,8,0,1,2,0,0,35,10,10,140,140,0,323,0,39,29,7,7,15,1
468,18,26,0,0,,1,2,1,60,60,53,53,4,324,4,6,32,16,38,38,1
469,387,7,0,1,,0,0,18,41,41,49,49,2,325,2,2,8,2,12,19,1
470,64,16,0,1,,0,0,,0,0,68,68,4,326,4,6,13,24,46,35,0
471,155,17,0,,,1,0,0,61,61,103,103,2,249,2,2,11,13,21,19,1
472,277,4,0,,,1,1,,6,6,98,98,1,258,1,1,49,15,54,46,1
473,155,4,0,0,,1,0,,26,26,150,150,0,327,0,8,4,0,17,10,0
474,440,6,0,1,1,1,0,,5,5,29,29,0,328,0,13,14,0,5,0,1
475,130,7,0,1,1,0,0,3,36,36,57,57,4,329,4,6,13,9,15,35,1
476,391,38,0,,,0,2,,3,3,96,96,1,142,1,1,23,15,56,33,1
477,150,13,0,,,0,2,,21,21,124,124,3,330,3,3,56,3,22,18,1
478,73,17,0,1,0,1,0,1,24,24,19,19,4,20,4,6,13,9,15,14,1
479,149,8,1,,,1,2,,3,3,124,124,3,330,3,3,56,3,22,18,1
480,197,14,0,,,1,0,,2,2,126,126,4,199,4,6,53,22,58,36,1
481,449,4,0,,,0,0,24,12,12,32,32,3,34,3,3,21,8,25,13,1
482,385,31,0,,,1,2,1,3,3,91,91,2,331,2,2,8,2,12,8,1
483,88,7,0,,,0,2,,16,16,142,142,4,251,4,6,13,9,15,14,1
484,89,15,0,,,0,0,1,16,16,75,75,4,332,4,6,9,20,9,9,1
485,140,2,0,,,1,2,4,5,5,151,151,1,333,1,1,38,23,61,49,2
486,69,14,0,1,,0,0,,9,9,44,44,0,334,0,22,28,19,28,29,1
487,150,23,0,,,1,2,,5,5,152,152,4,335,4,6,35,6,13,12,1
488,67,25,0,,,0,0,,16,16,58,58,4,336,4,6,36,11,40,36,1
489,27,6,0,1,2,1,0,18,10,10,49,49,2,78,2,2,8,2,12,8,1
490,486,21,0,,,0,0,36,8,8,13,13,0,100,0,8,4,0,17,10,1
491,463,5,0,,,1,1,,15,15,133,133,4,337,4,6,16,11,40,17,1
492,159,7,0,,,0,0,9,10,10,135,135,0,338,0,16,14,0,5,0,1
493,147,6,0,,,1,2,,6,6,98,98,1,258,1,1,49,15,54,46,1
494,149,21,0,,1,1,0,1,35,35,56,56,4,67,4,6,35,6,13,6,1
495,461,16,0,,,0,0,7,10,10,112,112,0,173,0,26,14,5,16,15,1
496,90,4,0,1,0,1,0,,50,50,11,11,4,339,4,6,9,6,9,9,1
497,147,34,0,,,0,0,1,16,16,125,125,1,340,1,1,39,25,45,42,0
498,337,16,0,,,0,0,37,26,26,99,99,4,341,4,6,24,14,46,48,1
499,204,12,0,,,1,2,,6,6,7,7,4,342,4,6,6,16,42,38,1
500,155,7,1,,0,1,0,,0,0,82,82,0,117,0,31,7,7,7,7,1
501,139,5,0,,,1,0,,2,2,57,57,4,343,4,6,13,9,15,35,1
502,478,19,0,,,1,2,,6,6,17,17,4,344,4,6,9,6,13,12,1
503,27,14,0,,,0,2,,8,8,18,18,3,345,3,3,12,8,14,13,0
504,264,10,0,,,1,0,,5,5,6,6,0,346,0,9,5,10,26,5,1
505,333,19,0,,,1,0,,57,57,4,4,3,22,3,3,3,3,3,3,1
506,60,8,0,,,0,2,,16,16,58,58,4,336,4,6,36,11,40,36,1
507,440,6,0,1,1,0,0,18,24,24,80,80,3,115,3,3,46,20,41,37,0
508,82,11,0,,,1,2,23,0,0,16,16,2,176,2,2,2,2,2,2,1
509,49,5,0,,,1,2,,6,6,48,48,4,347,4,6,30,22,35,30,1
510,77,7,1,1,,0,2,3,3,3,74,74,0,146,0,9,5,10,26,23,1
511,475,6,0,,,1,2,,6,6,153,153,1,348,1,1,23,15,29,25,0
512,144,3,0,,,0,1,19,10,10,3,3,2,48,2,2,2,2,2,2,1
513,435,29,0,,,0,0,23,41,41,49,49,2,164,2,2,8,2,12,8,1
514,210,13,0,,,0,0,31,19,19,146,146,2,349,2,2,11,13,21,19,1
515,477,18,0,,0,0,1,2,2,2,94,94,0,143,0,33,14,0,5,0,1
516,104,5,0,,,0,1,,21,21,16,16,2,17,2,2,2,2,2,2,0
517,483,5,0,1,0,0,2,,41,41,52,52,3,203,3,3,31,21,37,31,1
518,161,15,0,,,0,2,7,8,8,26,26,2,162,2,2,11,13,21,19,1
519,160,26,0,,,0,2,0,42,42,30,30,0,350,0,14,19,7,23,21,1
520,182,17,0,,,0,2,,16,16,85,85,1,321,1,1,47,18,54,45,1
521,151,5,0,1,0,1,0,,21,21,110,110,0,170,0,35,0,0,17,10,0
522,155,17,1,,,1,2,,6,6,16,16,2,17,2,2,2,2,2,2,1
523,61,16,0,,,0,0,23,0,0,103,103,2,351,2,2,11,13,21,19,1
524,146,20,0,0,,0,0,,47,47,15,15,2,230,2,2,11,2,12,8,1
525,139,5,0,,,0,1,,28,28,66,66,0,352,0,26,14,10,44,15,1
526,117,5,0,,,1,1,,0,0,110,110,0,237,0,35,0,0,17,10,0
527,430,35,0,,,0,2,1,16,16,27,27,3,29,3,3,17,12,20,20,1
528,201,34,0,,,0,2,3,16,16,52,52,3,353,3,3,31,21,37,31,1
529,468,15,0,1,0,1,0,,9,9,64,64,2,354,2,2,2,2,2,2,1
530,160,28,0,,,0,2,0,16,16,31,31,0,355,0,15,20,7,23,22,1
531,479,4,0,0,0,1,2,18,2,2,110,110,0,356,0,35,0,0,0,10,1
532,161,16,0,,,0,0,31,0,0,117,117,0,184,0,9,5,10,26,23,1
533,181,27,0,1,,0,2,1,43,43,82,82,0,357,0,31,7,7,7,7,1
534,74,5,0,,,0,0,,62,62,154,154,1,358,1,1,54,15,39,46,1
535,190,28,0,,,1,0,19,3,3,37,37,4,322,4,6,24,16,30,26,1
536,207,14,0,,,0,0,,6,6,20,20,0,21,0,10,14,10,16,15,1
537,98,10,0,,,1,0,,0,0,52,52,3,97,3,29,31,18,22,28,1
538,181,8,0,,,1,2,,21,21,1,1,1,359,1,1,1,25,1,49,1
539,79,16,0,,,0,0,1,3,3,50,50,4,360,4,6,36,20,35,9,1
540,149,16,0,1,,1,0,4,39,39,5,5,0,361,0,4,4,4,4,4,1
541,160,11,0,,,0,2,1,16,16,125,125,1,362,1,1,39,25,45,42,1
542,78,21,0,1,,0,0,,24,24,110,110,0,237,0,35,0,0,17,10,1
543,421,18,0,,,1,0,,63,63,29,29,0,213,0,13,14,0,5,0,1
544,111,3,0,,,0,2,3,16,16,112,112,0,363,0,26,14,5,16,15,0
545,196,12,0,,0,1,1,,20,20,65,65,1,82,1,1,38,23,43,40,1
546,178,5,0,,,0,2,,16,16,85,85,1,321,1,1,47,18,54,45,1
547,145,6,0,1,0,1,0,3,10,10,141,141,1,364,1,1,23,25,29,25,1
548,327,18,0,,1,0,0,28,0,0,110,110,0,365,0,11,0,0,0,0,1
549,135,17,0,,,0,0,28,10,10,155,155,0,366,0,36,10,4,0,11,1
550,105,26,0,,,1,2,0,3,3,88,88,4,244,4,6,48,24,36,41,0
551,202,17,0,,,1,0,1,16,16,75,75,4,367,4,6,9,6,9,12,1
552,122,14,0,0,0,0,0,1,47,47,110,110,0,356,0,35,0,0,0,10,1
553,136,7,0,,,1,2,,41,41,2,2,2,368,2,2,2,2,2,2,0
554,155,6,0,,,0,2,,5,5,9,9,0,242,0,7,7,7,7,7,1
555,103,13,0,,,1,1,,21,21,16,16,2,17,2,2,2,2,2,2,0
556,63,12,0,,,1,0,0,20,20,12,12,2,13,2,2,2,2,8,8,1
557,33,8,0,,0,1,1,,11,11,44,44,0,369,0,22,28,19,28,29,1
558,169,7,0,,0,0,0,,6,6,66,66,0,352,0,26,14,10,44,15,1
559,416,26,0,,,1,0,,16,16,79,79,1,112,1,1,38,23,51,1,1
560,97,11,0,,,1,1,,41,41,155,155,0,370,0,36,10,0,0,11,0
561,90,8,0,,,0,2,18,10,10,49,49,2,58,2,2,8,2,12,8,1
562,82,26,0,,,1,2,,32,32,61,61,0,275,0,32,7,10,44,23,1
563,413,5,0,,,0,0,,47,47,14,14,0,182,0,4,10,7,10,11,1
564,195,9,0,,,1,0,17,3,3,121,121,3,192,3,3,52,21,59,31,1
565,112,17,0,,,0,1,38,0,0,3,3,2,114,2,2,2,2,2,2,0
566,191,8,0,1,0,1,1,26,41,41,53,53,4,371,4,6,32,16,42,38,1
567,492,14,0,,1,0,0,14,0,0,55,55,4,66,4,6,34,9,8,34,1
568,144,26,0,,,1,0,1,3,3,0,0,0,372,0,0,0,0,17,10,0
569,19,15,1,,,1,2,,2,2,3,3,2,104,2,2,2,2,2,2,1
570,33,16,0,,0,0,0,0,0,0,45,45,0,373,0,23,14,5,5,5,2
571,448,14,0,,,0,0,,16,16,37,37,4,374,4,6,24,9,30,26,1
572,435,9,0,,,0,0,23,5,5,30,30,0,375,0,14,19,7,23,21,1
573,203,23,0,,,1,0,8,3,3,88,88,4,127,4,6,48,24,36,24,1
574,88,4,0,,,1,0,,6,6,70,70,4,376,4,6,40,9,48,41,1
575,157,5,0,,,0,2,7,16,16,7,7,4,309,4,6,6,6,6,6,1
576,139,6,0,,,0,0,,0,0,112,112,0,220,0,10,14,5,16,15,1
577,142,13,0,,,0,0,11,9,9,112,112,0,173,0,26,14,5,16,15,1
578,103,5,0,,,0,1,,16,16,56,56,4,377,4,6,35,6,6,6,1
579,187,5,0,,,1,1,,9,9,135,135,0,378,0,16,14,5,5,5,0
580,89,1,0,1,0,1,0,39,26,26,17,17,4,344,4,6,9,6,13,12,0
581,228,5,0,,,1,2,,13,13,62,62,2,79,2,2,8,2,8,8,1
582,144,7,0,,,0,2,,16,16,24,24,4,26,4,6,16,11,19,17,1
583,375,22,0,,,0,0,40,3,3,115,115,1,272,1,1,51,15,52,33,0
584,399,7,0,0,,0,2,,64,64,143,143,4,265,4,6,50,13,62,50,1
585,482,15,0,,,0,0,,11,11,16,16,2,176,2,2,2,2,2,2,1
586,132,11,0,1,0,1,1,41,9,9,81,81,3,116,3,3,31,21,53,44,0
587,181,3,0,,,1,1,,11,11,121,121,3,379,3,3,52,21,37,31,1
588,174,6,0,0,0,0,0,18,5,5,64,64,2,95,2,2,2,2,8,2,1
589,141,5,0,0,0,0,0,18,5,5,52,52,3,380,3,3,31,21,37,31,1
590,409,6,0,,,1,0,1,3,3,146,146,2,381,2,2,11,13,21,19,1
591,51,8,0,1,,0,1,,28,28,60,60,2,74,2,2,11,2,21,19,0
592,147,18,0,,,0,2,1,3,3,75,75,4,367,4,6,9,6,9,12,1
593,376,12,0,,,0,1,,9,9,146,146,2,382,2,2,11,13,21,19,1
594,130,5,0,1,1,1,0,10,10,10,100,100,2,183,2,2,11,13,21,19,1
595,211,4,0,1,0,1,0,,26,26,40,40,0,45,0,17,20,7,23,22,1
596,373,5,0,,,1,0,19,6,6,107,107,4,383,4,6,48,24,27,48,1
597,59,4,0,,2,1,2,,6,6,3,3,2,114,2,2,2,2,2,2,1
598,157,5,0,1,0,0,0,,9,9,149,149,0,384,0,19,25,17,18,39,0
599,147,6,0,,,1,0,0,3,3,30,30,0,385,0,14,19,7,23,21,0
600,116,7,0,,,1,0,,16,16,141,141,1,386,1,1,23,25,56,25,1
601,205,6,0,1,,0,1,,26,26,20,20,0,387,0,10,14,10,16,15,1
602,381,7,0,,,1,0,,19,19,61,61,0,388,0,25,7,10,44,23,1
603,468,6,0,,,1,0,,8,8,14,14,0,389,0,4,10,7,0,11,1
604,72,6,0,,,1,0,,64,64,81,81,3,390,3,3,31,21,53,44,1
605,117,4,0,1,0,1,0,,5,5,30,30,0,391,0,14,19,7,23,21,1
606,204,25,0,,,1,2,7,19,19,112,112,0,248,0,26,14,5,16,15,1
607,284,11,0,,,0,2,,65,65,63,63,0,302,0,21,27,17,34,27,1
608,90,11,0,,,1,2,2,16,16,31,31,0,392,0,15,20,7,23,22,0
609,184,4,0,,,1,2,,9,9,148,148,3,393,3,3,56,3,3,3,1
610,139,5,0,1,0,1,0,,5,5,85,85,1,121,1,1,47,18,54,45,1
611,94,4,0,,,1,0,,6,6,144,144,0,313,0,9,10,0,11,11,1
612,441,3,0,,,0,0,,66,66,113,113,0,394,0,4,4,4,4,4,1
613,45,12,0,,,1,1,,16,16,51,51,4,281,4,6,30,11,35,30,1
614,151,2,0,,,1,0,2,10,10,44,44,0,369,0,22,28,19,28,29,1
615,51,14,0,,,0,2,,16,16,31,31,0,395,0,15,20,7,24,22,1
616,125,11,0,0,,1,1,,9,9,53,53,4,396,4,6,32,16,38,38,0
617,436,7,0,1,1,0,0,19,43,43,43,43,0,51,0,21,27,19,34,27,1
618,161,21,0,,,0,0,,10,10,62,62,2,123,2,2,8,2,8,8,1
619,458,21,0,,,0,0,35,3,3,99,99,4,341,4,6,24,14,46,48,1
620,117,4,1,1,,1,1,,9,9,22,22,0,397,0,12,15,17,33,16,1
621,147,23,0,1,,1,0,19,16,16,151,151,1,398,1,1,38,23,43,40,1
622,125,5,0,1,0,0,0,,5,5,110,110,0,365,0,11,0,0,0,0,1
623,126,12,0,1,0,0,0,,5,5,59,59,3,70,3,3,37,20,41,37,1
624,186,3,0,1,0,1,0,,6,6,30,30,0,375,0,14,19,7,23,21,0
625,89,5,1,1,0,0,0,,21,21,15,15,2,399,2,2,11,13,21,19,1
626,63,4,0,1,0,1,0,,20,20,22,22,0,400,0,12,15,17,33,16,0
627,477,22,0,,,1,2,1,24,24,155,155,0,401,0,4,10,4,10,11,1
628,147,33,0,,,1,0,1,3,3,76,76,1,241,1,1,44,1,1,1,0
629,178,5,0,,,1,1,,21,21,47,47,0,402,0,39,29,7,7,7,1
630,120,5,1,1,0,1,0,,20,20,7,7,4,264,4,6,6,16,42,38,1
631,88,6,0,,,0,0,,8,8,91,91,2,403,2,2,8,2,2,8,1
632,120,28,0,,,1,2,18,28,28,13,13,0,101,0,8,4,0,17,10,1
633,20,13,1,,,1,2,,56,56,141,141,1,404,1,1,23,25,56,25,2
634,104,6,0,,,0,2,,57,57,10,10,2,405,2,2,8,2,8,8,1
635,480,4,0,,0,1,0,,38,38,55,55,4,406,4,6,34,9,49,34,1
636,120,3,0,,,1,2,,44,44,39,39,4,407,4,6,16,11,19,32,1
637,290,7,0,,0,0,2,,11,11,88,88,4,408,4,6,48,24,36,24,1
638,164,29,0,,,0,2,1,16,16,93,93,4,301,4,6,36,20,35,9,1
639,427,33,0,,,0,2,,16,16,72,72,4,409,4,6,43,24,50,41,1
640,85,31,0,,,1,2,3,16,16,107,107,4,410,4,6,48,24,27,48,1
641,183,6,0,,,0,1,18,10,10,24,24,4,411,4,6,16,11,19,17,1
642,114,16,0,,,1,2,,24,24,109,109,4,412,4,6,6,16,6,6,1
643,427,5,1,1,,1,2,,6,6,110,110,0,365,0,11,0,0,0,0,1
644,161,18,0,,,0,2,,9,9,37,37,4,159,4,6,24,16,30,26,1
645,137,17,0,0,0,1,0,1,41,41,28,28,3,30,3,3,18,3,22,18,1
646,29,20,0,,,0,0,,16,16,116,116,0,413,0,36,0,0,0,4,1
647,50,5,1,0,0,0,0,,5,5,28,28,3,30,3,3,18,3,22,18,1
648,211,9,0,1,0,1,0,,6,6,32,32,3,34,3,3,21,8,25,13,1
649,160,26,0,,,1,1,,47,47,156,156,3,414,3,3,26,3,32,43,1
650,113,15,0,,,1,1,1,6,6,56,56,4,67,4,6,35,6,13,6,1
651,130,5,0,1,,1,0,,26,26,28,28,3,415,3,3,18,3,22,28,1
652,87,5,0,,,1,0,,19,19,110,110,0,365,0,11,0,0,0,0,1
653,36,16,0,,0,1,1,,5,5,116,116,0,263,0,4,0,0,17,10,1
654,33,20,0,,,0,1,0,0,0,134,134,3,233,3,3,3,3,3,3,1
655,64,23,0,,,0,2,2,3,3,157,157,4,416,4,6,6,16,38,6,1
656,71,6,0,,,0,0,,5,5,100,100,2,417,2,2,11,13,21,19,1
657,161,11,0,,,0,2,,8,8,33,33,0,320,0,40,5,0,16,5,1
658,381,4,0,,,1,0,,15,15,133,133,4,337,4,6,16,11,40,17,1
659,146,17,0,,,0,0,8,16,16,5,5,0,5,0,4,4,0,4,4,1
660,149,8,0,,,1,0,42,9,9,119,119,4,186,4,6,42,11,40,36,1
