idx,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health_is_0,health_is_1,health_is_2
138,2016-07-19,3,OnCurb,1,3or4,,NoDamage,Volunteer,,cherry,Prunus,BX36,University Heights-Morris Heights,2,2021502,Bronx,Bronx,205,29,77,14,0,1,0
139,2015-07-21,20,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,SI54,Great Kills,5,5013203,Staten Island,Staten Island,503,24,64,51,0,1,0
140,2015-08-09,15,OnCurb,1,,,Damage,TreesCount Staff,TrunkOther,Siberian elm,Ulmus pumila,SI36,Old Town-Dongan Hills-South Beach,5,5007000,Staten Island,Staten Island,502,24,64,50,0,1,0
141,2015-07-10,16,OnCurb,0,,,NoDamage,NYC Parks Staff,StonesBranchLights,Japanese zelkova,Zelkova serrata,QN76,Baisley Park,4,4019200,Queens,Jamaica,412,10,32,28,1,0,0
142,2015-10-16,26,OnCurb,1,,,Damage,Volunteer,BranchLights,willow oak,Quercus phellos,MN31,Lenox Hill-Roosevelt Island,1,1013400,Manhattan,New York,108,28,76,4,0,1,0
143,2016-05-20,19,OnCurb,1,,,Damage,Volunteer,TrunkOtherBranchOther,honeylocust,Gleditsia triacanthos var. inermis,QN57,Lindenwood-Howard Beach,4,4088400,Queens,Howard Beach,410,15,23,32,0,1,0
144,2016-07-08,7,OffsetFromCurb,1,,,NoDamage,Volunteer,Stones,black oak,Quercus velutina,BK42,Flatbush,3,3152200,Brooklyn,Brooklyn,314,21,44,40,0,1,0
145,2016-04-22,4,OnCurb,1,,,NoDamage,TreesCount Staff,,Japanese tree lilac,Syringa reticulata,BK29,Bensonhurst East,3,3040600,Brooklyn,Brooklyn,311,22,47,47,0,1,0
146,2016-09-09,12,OnCurb,0,,Unsure,NoDamage,NYC Parks Staff,StonesRootOtherBranchOther,silver linden,Tilia tomentosa,BX59,Westchester-Unionport,2,2020400,Bronx,Bronx,210,32,87,18,1,0,0
147,2015-12-07,29,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,MN14,Lincoln Square,1,1015300,Manhattan,New York,107,27,67,6,0,1,0
148,2015-12-09,4,OnCurb,1,,,NoDamage,Volunteer,,eastern redbud,Cercis canadensis,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5018100,Staten Island,Staten Island,502,24,62,50,0,1,0
149,2015-06-28,15,OnCurb,0,,Harmful,Damage,Volunteer,BranchLights,Sophora,Styphnolobium japonicum,BK82,East New York,3,3107000,Brooklyn,Brooklyn,305,19,60,42,1,0,0
150,2016-06-21,7,OnCurb,1,3or4,,Damage,TreesCount Staff,,Sophora,Styphnolobium japonicum,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3069602,Brooklyn,Brooklyn,318,19,59,46,0,1,0
151,2015-12-30,6,OnCurb,1,,,Damage,NYC Parks Staff,,littleleaf linden,Tilia cordata,SI48,Arden Heights,5,5017010,Staten Island,Staten Island,503,24,63,51,0,1,0
152,2015-10-26,23,OnCurb,1,,,Damage,TreesCount Staff,Stones,pin oak,Quercus palustris,QN71,Old Astoria,4,4007100,Queens,Astoria,401,12,36,22,0,1,0
153,2015-07-28,7,OnCurb,1,1or2,Helpful,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,BK09,Brooklyn Heights-Cobble Hill,3,3000301,Brooklyn,Brooklyn,302,26,52,33,0,1,0
154,2016-07-19,11,OnCurb,0,,,NoDamage,Volunteer,,silver maple,Acer saccharinum,SI07,Westerleigh,5,5016901,Staten Island,Staten Island,501,24,63,49,1,0,0
155,2015-08-08,16,OnCurb,2,,,Damage,Volunteer,StonesTrunkOtherBranchLightsBranchOther,littleleaf linden,Tilia cordata,QN21,Middle Village,4,4062100,Queens,Middle Village,405,15,28,30,0,0,1
156,2015-07-11,3,OnCurb,1,,,NoDamage,NYC Parks Staff,,sweetgum,Liquidambar styraciflua,QN55,South Ozone Park,4,4084601,Queens,South Ozone Park,410,15,31,32,0,1,0
157,2015-12-16,15,OffsetFromCurb,1,,,NoDamage,Volunteer,StonesRootOtherWiresRopeTrunkOtherBranchLightsBranchOther,honeylocust,Gleditsia triacanthos var. inermis,SI48,Arden Heights,5,5017009,Staten Island,Staten Island,503,24,62,51,0,1,0
158,2015-08-15,4,OnCurb,1,1or2,Unsure,Damage,Volunteer,,littleleaf linden,Tilia cordata,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4155102,Queens,Glen Oaks,413,11,26,23,0,1,0
159,2015-12-14,14,OnCurb,1,,,NoDamage,Volunteer,,pin oak,Quercus palustris,QN12,Hammels-Arverne-Edgemere,4,4094202,Queens,Arverne,414,10,31,31,0,1,0
160,2015-10-23,15,OnCurb,1,,,Damage,Volunteer,,London planetree,Platanus x acerifolia,BK82,East New York,3,3116200,Brooklyn,Brooklyn,305,19,60,42,0,1,0
161,2016-07-09,26,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BX55,Soundview-Bruckner,2,2005200,Bronx,Bronx,209,32,85,17,0,1,0
162,2015-09-28,7,OnCurb,1,1or2,Helpful,Damage,Volunteer,,American elm,Ulmus americana,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,33,23,0,1,0
163,2015-07-28,8,OnCurb,1,,,NoDamage,NYC Parks Staff,,Japanese zelkova,Zelkova serrata,QN29,Elmhurst,4,4047300,Queens,Elmhurst,404,16,35,25,0,1,0
164,2015-07-02,13,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,SI35,New Brighton-Silver Lake,5,5012100,Staten Island,Staten Island,501,24,61,49,0,1,0
165,2015-12-12,3,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,crimson king maple,Acer platanoides 'Crimson King',QN01,South Jamaica,4,4020200,Queens,Jamaica,412,10,32,28,0,1,0
166,2015-11-18,5,OnCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN17,Forest Hills,4,4074700,Queens,Forest Hills,406,16,27,29,0,1,0
167,2015-06-29,6,OnCurb,0,,,NoDamage,Volunteer,,scarlet oak,Quercus coccinea,MN34,East Harlem North,1,1019800,Manhattan,New York,111,30,68,9,1,0,0
168,2015-08-02,12,OnCurb,1,,,Damage,Volunteer,StonesBranchLights,English oak,Quercus robur,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1003900,Manhattan,New York,101,26,66,1,0,1,0
169,2016-05-25,8,OnCurb,2,3or4,Helpful,NoDamage,NYC Parks Staff,StonesBranchLights,honeylocust,Gleditsia triacanthos var. inermis,BX14,East Concourse-Concourse Village,2,2017300,Bronx,Bronx,204,32,77,16,0,0,1
170,2016-08-04,5,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,crimson king maple,Acer platanoides 'Crimson King',BK42,Flatbush,3,3152200,Brooklyn,Brooklyn,314,17,44,40,0,1,0
171,2015-07-03,19,OnCurb,0,,,Damage,Volunteer,,Schumard's oak,Quercus shumardii,QN43,Bellerose,4,4130100,Queens,Queens Village,413,14,24,23,1,0,0
172,2016-06-25,30,OnCurb,0,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BK58,Flatlands,3,3072800,Brooklyn,Brooklyn,318,21,41,46,1,0,0
173,2015-07-19,19,OnCurb,1,,Helpful,Damage,Volunteer,BranchLights,honeylocust,Gleditsia triacanthos var. inermis,BK95,Erasmus,3,3082600,Brooklyn,Brooklyn,317,21,42,40,0,1,0
174,2015-09-15,18,OnCurb,1,,,Damage,Volunteer,BranchLights,green ash,Fraxinus pennsylvanica,SI05,New Springville-Bloomfield-Travis,5,5027301,Staten Island,Staten Island,502,24,63,50,0,1,0
175,2015-06-30,3,OnCurb,1,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,SI22,West New Brighton-New Brighton-St. George,5,5009700,Staten Island,Staten Island,501,23,61,49,0,1,0
176,2015-06-12,3,OnCurb,1,,,Damage,Volunteer,BranchLights,pin oak,Quercus palustris,QN43,Bellerose,4,4162100,Queens,Queens Village,413,11,33,23,0,1,0
177,2015-09-26,4,OffsetFromCurb,0,1or2,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,SI08,Grymes Hill-Clifton-Fox Hills,5,5003900,Staten Island,Staten Island,501,23,63,49,1,0,0
178,2015-10-12,5,OnCurb,1,3or4,Helpful,Damage,Volunteer,,Sophora,Styphnolobium japonicum,SI11,Charleston-Richmond Valley-Tottenville,5,5024800,Staten Island,Staten Island,503,24,62,51,0,1,0
179,2015-10-08,24,OnCurb,1,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,1,1009300,Manhattan,New York,104,27,75,3,0,1,0
180,2015-10-04,29,OnCurb,1,,,NoDamage,TreesCount Staff,StonesTrunkOther,purple-leaf plum,Prunus cerasifera,QN01,South Jamaica,4,4026000,Queens,Jamaica,412,10,32,28,0,1,0
181,2016-06-04,6,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,MN36,Washington Heights South,1,1026500,Manhattan,New York,112,31,71,10,0,1,0
182,2015-10-07,31,OnCurb,0,,,Damage,NYC Parks Staff,Stones,green ash,Fraxinus pennsylvanica,SI36,Old Town-Dongan Hills-South Beach,5,5011401,Staten Island,Staten Island,502,24,64,50,1,0,0
183,2015-07-21,5,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4155102,Queens,Glen Oaks,413,11,24,23,0,1,0
184,2015-06-08,29,OnCurb,0,,Unsure,NoDamage,Volunteer,Stones,'Schubert' chokecherry,Prunus virginiana,SI37,Stapleton-Rosebank,5,5002700,Staten Island,Staten Island,501,23,61,49,1,0,0
185,2015-08-14,12,OnCurb,1,1or2,Unsure,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,BX07,Bronxdale,2,2032800,Bronx,Bronx,211,34,80,13,0,1,0
186,2015-07-27,25,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,MN22,East Village,1,1003800,Manhattan,New York,103,27,66,2,0,1,0
187,2016-09-07,9,OnCurb,2,,,Damage,TreesCount Staff,,purple-leaf plum,Prunus cerasifera,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3069601,Brooklyn,Brooklyn,318,19,59,46,0,0,1
188,2016-08-05,26,OnCurb,1,,,NoDamage,Volunteer,BranchLights,pin oak,Quercus palustris,BK82,East New York,3,3116200,Brooklyn,Brooklyn,305,19,60,42,0,1,0
189,2015-09-25,14,OnCurb,1,,,Damage,Volunteer,StonesBranchOther,Japanese zelkova,Zelkova serrata,QN35,Briarwood-Jamaica Hills,4,4022002,Queens,Jamaica,408,14,24,24,0,1,0
190,2015-08-05,3,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN20,Ridgewood,4,4053900,Queens,Ridgewood,405,12,37,34,0,1,0
191,2015-05-26,4,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BX01,Claremont-Bathgate,2,2039500,Bronx,Bronx,206,33,86,15,0,1,0
192,2015-09-23,23,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,silver linden,Tilia tomentosa,SI28,Port Richmond,5,5021300,Staten Island,Staten Island,501,23,61,49,0,1,0
193,2015-06-29,3,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BK82,East New York,3,3116200,Brooklyn,Brooklyn,305,19,60,42,0,1,0
194,2015-11-20,7,OnCurb,1,,,Damage,Volunteer,Stones,Chinese elm,Ulmus parvifolia,MN12,Upper West Side,1,1018700,Manhattan,New York,107,31,69,6,0,1,0
195,2015-09-24,27,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI05,New Springville-Bloomfield-Travis,5,5018902,Staten Island,Staten Island,502,24,63,50,0,1,0
196,2015-10-17,6,OffsetFromCurb,1,1or2,,NoDamage,Volunteer,,dawn redwood,Metasequoia glyptostroboides,BX36,University Heights-Morris Heights,2,2021502,Bronx,Bronx,205,29,77,14,0,1,0
197,2015-07-20,4,OnCurb,2,,,Damage,Volunteer,RootOther,green ash,Fraxinus pennsylvanica,QN43,Bellerose,4,4130100,Queens,Queens Village,413,14,24,23,0,0,1
198,2015-10-01,16,OnCurb,1,,,Damage,Volunteer,,pin oak,Quercus palustris,BX01,Claremont-Bathgate,2,2038500,Bronx,Bronx,206,33,78,15,0,1,0
199,2015-10-15,13,OnCurb,2,,,NoDamage,NYC Parks Staff,,cherry,Prunus,BK43,Midwood,3,3053400,Brooklyn,Brooklyn,314,17,48,44,0,0,1
200,2015-10-16,5,OffsetFromCurb,1,1or2,Helpful,NoDamage,Volunteer,Stones,American linden,Tilia americana,BK35,Stuyvesant Heights,3,3029300,Brooklyn,Brooklyn,303,25,56,36,0,1,0
201,2015-07-08,9,OnCurb,1,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK41,Kensington-Ocean Parkway,3,3049000,Brooklyn,Brooklyn,312,17,44,40,0,1,0
202,2016-06-13,11,OnCurb,0,,Harmful,NoDamage,Volunteer,,silver linden,Tilia tomentosa,BK83,Cypress Hills-City Line,3,3117601,Brooklyn,Brooklyn,305,18,54,37,1,0,0
203,2016-08-26,4,OffsetFromCurb,0,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN46,Bayside-Bayside Hills,4,4111300,Queens,Bayside,411,11,26,19,1,0,0
204,2015-10-25,7,OnCurb,1,1or2,Unsure,Damage,Volunteer,WiresRopeBranchLights,Chinese elm,Ulmus parvifolia,SI54,Great Kills,5,5014606,Staten Island,Staten Island,503,24,62,51,0,1,0
205,2015-10-23,19,OnCurb,1,,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,MN03,Central Harlem North-Polo Grounds,1,1022102,Manhattan,New York,110,30,70,9,0,1,0
206,2015-10-16,19,OnCurb,1,,,Damage,Volunteer,RootOther,English oak,Quercus robur,BX37,Van Nest-Morris Park-Westchester Square,2,2024000,Bronx,Bronx,211,33,87,15,0,1,0
207,2015-07-31,14,OnCurb,2,,,NoDamage,TreesCount Staff,StonesRootOther,Chinese fringetree,Chionanthus retusus,QN66,Laurelton,4,4035800,Queens,Springfield Gardens,413,14,29,31,0,0,1
208,2016-09-08,6,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,3062000,Brooklyn,Brooklyn,315,22,45,48,0,1,0
209,2015-11-04,16,OnCurb,0,,Helpful,NoDamage,TreesCount Staff,BranchOther,English oak,Quercus robur,QN51,Murray Hill,4,4114700,Queens,Flushing,407,11,40,19,1,0,0
210,2015-11-21,13,OnCurb,0,1or2,Helpful,Damage,Volunteer,StonesTrunkOther,maple,Acer,BK40,Windsor Terrace,3,3017100,Brooklyn,Brooklyn,307,21,44,39,1,0,0
211,2015-10-28,15,OnCurb,1,,,NoDamage,Volunteer,BranchLights,green ash,Fraxinus pennsylvanica,SI32,Rossville-Woodrow,5,5020803,Staten Island,Staten Island,503,24,62,51,0,1,0
212,2016-08-23,5,OnCurb,1,,Unsure,NoDamage,TreesCount Staff,WiresRope,English oak,Quercus robur,QN45,Douglas Manor-Douglaston-Little Neck,4,4152901,Queens,Little Neck,411,11,25,23,0,1,0
213,2015-07-06,16,OnCurb,1,,,Damage,Volunteer,BranchLights,Japanese zelkova,Zelkova serrata,BK82,East New York,3,3112400,Brooklyn,Brooklyn,305,19,60,42,0,1,0
214,2015-10-13,14,OnCurb,1,1or2,Harmful,NoDamage,Volunteer,Stones,green ash,Fraxinus pennsylvanica,BK77,Bushwick North,3,3043700,Brooklyn,Brooklyn,304,18,54,37,0,1,0
215,2015-06-01,9,OnCurb,2,,Helpful,Damage,NYC Parks Staff,,English oak,Quercus robur,SI25,Oakwood-Oakwood Beach,5,5013800,Staten Island,Staten Island,503,24,62,50,0,0,1
216,2015-11-13,12,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,littleleaf linden,Tilia cordata,SI32,Rossville-Woodrow,5,5020803,Staten Island,Staten Island,503,24,62,51,0,1,0
217,2016-08-24,22,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,Stones,pin oak,Quercus palustris,QN20,Ridgewood,4,4058300,Queens,Ridgewood,405,15,37,30,0,1,0
218,2015-12-31,12,OnCurb,2,3or4,,Damage,Volunteer,RootOtherWiresRopeBranchOther,Callery pear,Pyrus calleryana,QN45,Douglas Manor-Douglaston-Little Neck,4,4152901,Queens,Little Neck,411,11,25,23,0,0,1
219,2016-07-08,8,OnCurb,1,,Helpful,NoDamage,Volunteer,,American beech,Fagus grandifolia,BX03,Eastchester-Edenwald-Baychester,2,2048400,Bronx,Bronx,212,36,83,12,0,1,0
220,2015-10-28,7,OnCurb,1,,,NoDamage,NYC Parks Staff,,cherry,Prunus,BX27,Hunts Point,2,2011700,Bronx,Bronx,202,34,84,17,0,1,0
221,2016-08-11,25,OnCurb,0,,,NoDamage,TreesCount Staff,TrunkOtherBranchLights,cherry,Prunus,QN51,Murray Hill,4,4104700,Queens,Flushing,407,11,40,20,1,0,0
222,2016-08-09,4,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN48,Auburndale,4,4141700,Queens,Fresh Meadows,411,11,25,20,0,1,0
223,2016-08-02,13,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOtherBranchOther,silver maple,Acer saccharinum,QN20,Ridgewood,4,4059500,Queens,Ridgewood,405,15,37,30,0,1,0
224,2015-08-19,4,OnCurb,1,,,NoDamage,TreesCount Staff,,Amur maple,Acer ginnala,QN37,Kew Gardens Hills,4,4077907,Queens,Flushing,408,15,27,24,0,1,0
225,2016-05-20,4,OnCurb,1,1or2,Helpful,Damage,Volunteer,BranchOther,ginkgo,Ginkgo biloba,SI07,Westerleigh,5,5016901,Staten Island,Staten Island,501,24,63,49,0,1,0
226,2015-11-26,4,OnCurb,1,,,Damage,Volunteer,RootOther,Callery pear,Pyrus calleryana,BK42,Flatbush,3,3152200,Brooklyn,Brooklyn,314,17,44,40,0,1,0
227,2015-07-01,16,OnCurb,1,,,Damage,Volunteer,Stones,English oak,Quercus robur,SI22,West New Brighton-New Brighton-St. George,5,5014100,Staten Island,Staten Island,501,23,61,49,0,1,0
228,2015-08-28,2,OnCurb,1,1or2,Harmful,NoDamage,TreesCount Staff,,ginkgo,Ginkgo biloba,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51,0,1,0
229,2015-10-13,11,OnCurb,1,,,NoDamage,TreesCount Staff,StonesRootOther,silver linden,Tilia tomentosa,SI22,West New Brighton-New Brighton-St. George,5,5009700,Staten Island,Staten Island,501,23,61,49,0,1,0
230,2015-10-17,11,OnCurb,1,,,Damage,Volunteer,StonesWiresRope,London planetree,Platanus x acerifolia,QN02,Springfield Gardens North,4,4029400,Queens,Jamaica,412,10,32,28,0,1,0
231,2015-12-11,17,OnCurb,1,3or4,,NoDamage,Volunteer,,cherry,Prunus,BK69,Clinton Hill,3,3019700,Brooklyn,Brooklyn,302,25,57,35,0,1,0
232,2015-08-15,18,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,BK64,Prospect Heights,3,3020300,Brooklyn,Brooklyn,308,25,57,35,0,1,0
233,2015-07-01,4,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,MN32,Yorkville,1,1013600,Manhattan,New York,108,28,76,5,0,1,0
234,2015-11-12,21,OnCurb,1,,Helpful,NoDamage,TreesCount Staff,,red maple,Acer rubrum,QN28,Jackson Heights,4,4027300,Queens,Jackson Heights,403,13,34,25,0,1,0
235,2015-11-20,32,OnCurb,0,,,NoDamage,Volunteer,Stones,dawn redwood,Metasequoia glyptostroboides,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3,3012700,Brooklyn,Brooklyn,306,25,52,33,1,0,0
236,2015-09-08,30,OnCurb,1,,,Damage,TreesCount Staff,StonesTrunkOther,silver maple,Acer saccharinum,SI22,West New Brighton-New Brighton-St. George,5,5000900,Staten Island,Staten Island,501,23,61,49,0,1,0
237,2016-05-05,9,OnCurb,2,,Helpful,Damage,TreesCount Staff,RootOtherWiresRopeTrunkOtherBranchOther,tartar maple,Acer tataricum,BX44,Williamsbridge-Olinville,2,2039800,Bronx,Bronx,212,36,83,12,0,0,1
238,2015-08-04,5,OnCurb,1,,,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,SI05,New Springville-Bloomfield-Travis,5,5018902,Staten Island,Staten Island,502,24,63,50,0,1,0
239,2016-09-03,5,OnCurb,0,,Harmful,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,QN31,Hunters Point-Sunnyside-West Maspeth,4,4018300,Queens,Sunnyside,402,12,37,26,1,0,0
240,2016-08-01,27,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,BK43,Midwood,3,3053400,Brooklyn,Brooklyn,314,17,48,44,0,1,0
241,2015-10-01,5,OnCurb,2,,,Damage,TreesCount Staff,BranchLights,sycamore maple,Acer pseudoplatanus,MN15,Clinton,1,1012700,Manhattan,New York,104,27,75,3,0,0,1
242,2015-06-27,20,OnCurb,1,,Harmful,Damage,Volunteer,StonesBranchOther,English oak,Quercus robur,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017011,Staten Island,Staten Island,503,24,62,51,0,1,0
243,2016-07-14,9,OnCurb,1,1or2,Helpful,Damage,Volunteer,,swamp white oak,Quercus bicolor,BK26,Gravesend,3,3039800,Brooklyn,Brooklyn,315,22,45,47,0,1,0
244,2015-07-21,7,OnCurb,1,1or2,,Damage,Volunteer,RootOther,Sophora,Styphnolobium japonicum,SI25,Oakwood-Oakwood Beach,5,5013201,Staten Island,Staten Island,503,24,64,50,0,1,0
245,2016-07-12,15,OnCurb,0,,Helpful,Damage,NYC Parks Staff,,pin oak,Quercus palustris,MN19,Turtle Bay-East Midtown,1,1008800,Manhattan,New York,106,27,73,4,1,0,0
246,2016-05-26,5,OnCurb,1,,Harmful,Damage,Volunteer,,Callery pear,Pyrus calleryana,SI48,Arden Heights,5,5017007,Staten Island,Staten Island,503,24,62,51,0,1,0
247,2015-07-07,38,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,BK93,Starrett City,3,3105804,Brooklyn,Brooklyn,305,19,60,42,0,1,0
248,2015-10-13,24,OnCurb,0,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI14,Grasmere-Arrochar-Ft. Wadsworth,5,5002002,Staten Island,Staten Island,502,23,64,50,1,0,0
249,2015-06-29,15,OnCurb,1,,,Damage,Volunteer,StonesTrunkOther,pin oak,Quercus palustris,BK77,Bushwick North,3,3043300,Brooklyn,Brooklyn,304,18,53,37,0,1,0
250,2015-07-13,2,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,QN28,Jackson Heights,4,4030903,Queens,East Elmhurst,403,13,34,25,0,1,0
251,2015-12-28,29,OnCurb,0,,,Damage,NYC Parks Staff,StonesRootOtherTrunkOther,dawn redwood,Metasequoia glyptostroboides,MN03,Central Harlem North-Polo Grounds,1,1021200,Manhattan,New York,110,30,70,9,1,0,0
252,2015-05-27,12,OnCurb,0,3or4,Helpful,NoDamage,Volunteer,,cherry,Prunus,MN09,Morningside Heights,1,1019300,Manhattan,New York,107,30,69,7,1,0,0
253,2015-07-08,33,OnCurb,1,,,Damage,TreesCount Staff,WiresRope,London planetree,Platanus x acerifolia,BX52,Schuylerville-Throgs Neck-Edgewater Park,2,2013200,Bronx,Bronx,210,34,82,13,0,1,0
254,2016-05-02,16,OnCurb,1,,,Damage,Volunteer,MetalGratesBranchOther,sweetgum,Liquidambar styraciflua,BK63,Crown Heights South,3,3033300,Brooklyn,Brooklyn,309,20,43,35,0,1,0
255,2016-07-13,21,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,BX75,Crotona Park East,2,2016100,Bronx,Bronx,203,32,79,17,0,1,0
256,2015-09-23,18,OnCurb,1,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,QN20,Ridgewood,4,4061301,Queens,Ridgewood,405,15,28,30,0,1,0
257,2015-05-23,20,OnCurb,1,,,Damage,TreesCount Staff,RootOther,holly,Ilex,QN48,Auburndale,4,4145101,Queens,Flushing,411,11,26,19,0,1,0
258,2015-10-10,23,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,BK77,Bushwick North,3,3044300,Brooklyn,Brooklyn,304,18,53,37,0,1,0
259,2015-09-24,6,OnCurb,1,,,Damage,TreesCount Staff,StonesTrunkOther,Norway maple,Acer platanoides,MN40,Upper East Side-Carnegie Hill,1,1013000,Manhattan,New York,108,28,73,4,0,1,0
260,2015-08-27,5,OnCurb,1,,,Damage,NYC Parks Staff,Stones,English oak,Quercus robur,BX03,Eastchester-Edenwald-Baychester,2,2048400,Bronx,Bronx,212,36,83,12,0,1,0
261,2015-08-10,4,OnCurb,2,,,NoDamage,Volunteer,StonesBranchLights,littleleaf linden,Tilia cordata,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3064600,Brooklyn,Brooklyn,318,22,41,45,0,0,1
262,2015-06-30,7,OnCurb,1,,,NoDamage,TreesCount Staff,BranchLights,green ash,Fraxinus pennsylvanica,BK58,Flatlands,3,3072800,Brooklyn,Brooklyn,318,21,41,45,0,1,0
263,2015-10-06,2,OnCurb,1,1or2,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,MN12,Upper West Side,1,1017500,Manhattan,New York,107,31,67,6,0,1,0
264,2016-08-09,15,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,SI48,Arden Heights,5,5017010,Staten Island,Staten Island,503,24,63,51,0,1,0
265,2015-10-29,8,OnCurb,1,,,NoDamage,Volunteer,,English oak,Quercus robur,QN30,Maspeth,4,4052100,Queens,Maspeth,405,15,30,30,0,1,0
266,2015-10-26,25,OnCurb,1,,,NoDamage,Volunteer,StonesRootOther,London planetree,Platanus x acerifolia,BX13,Co-op City,2,2046201,Bronx,Bronx,210,36,82,12,0,1,0
267,2015-11-06,6,OnCurb,1,,,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,QN33,Cambria Heights,4,4060600,Queens,Cambria Heights,413,14,33,27,0,1,0
268,2016-07-12,4,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,red maple,Acer rubrum,BX33,Longwood,2,2008300,Bronx,Bronx,202,32,84,17,0,1,0
269,2015-06-12,6,OnCurb,1,,,Damage,NYC Parks Staff,BranchLights,crimson king maple,Acer platanoides 'Crimson King',BK72,Williamsburg,3,3052900,Brooklyn,Brooklyn,301,26,50,33,0,1,0
270,2016-09-09,4,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Amur maple,Acer ginnala,MN19,Turtle Bay-East Midtown,1,1008601,Manhattan,New York,106,28,74,4,0,1,0
271,2015-10-16,10,OffsetFromCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017011,Staten Island,Staten Island,503,24,62,51,0,1,0
272,2015-07-18,10,OnCurb,0,1or2,Harmful,Damage,Volunteer,,Sophora,Styphnolobium japonicum,QN46,Bayside-Bayside Hills,4,4140300,Queens,Oakland Gardens,411,11,25,23,1,0,0
